cohort_month,acquisition_source,month_number,active_users,cohort_size,retention_percentage
2022-08-01,Organic,11,2,28,7.14
2022-08-01,Organic,14,2,28,7.14
2022-08-01,Organic,22,1,28,3.57
2022-08-01,Organic,24,1,28,3.57
2022-08-01,Organic,32,1,28,3.57
2022-08-01,Organic,33,2,28,7.14
2022-08-01,Organic,36,1,28,3.57
2022-08-01,Organic,41,2,28,7.14
2022-08-01,Organic,43,1,28,3.57
2022-08-01,Organic,45,1,28,3.57
2022-08-01,YouTube,0,69,69,100.0
2022-08-01,YouTube,1,1,69,1.45
2022-08-01,YouTube,2,1,69,1.45
2022-08-01,YouTube,4,3,69,4.35
2022-08-01,YouTube,5,1,69,1.45
2022-08-01,YouTube,8,1,69,1.45
2022-08-01,YouTube,9,1,69,1.45
2022-08-01,YouTube,13,2,69,2.9
2022-08-01,YouTube,14,1,69,1.45
2022-08-01,YouTube,15,1,69,1.45
2022-08-01,YouTube,16,2,69,2.9
2022-08-01,YouTube,17,1,69,1.45
2022-08-01,YouTube,18,1,69,1.45
2022-08-01,YouTube,19,1,69,1.45
2022-08-01,YouTube,22,1,69,1.45
2022-08-01,YouTube,25,2,69,2.9
2022-08-01,YouTube,26,1,69,1.45
2022-08-01,YouTube,27,1,69,1.45
2022-08-01,YouTube,29,1,69,1.45
2022-08-01,YouTube,30,1,69,1.45
2022-08-01,YouTube,35,1,69,1.45
2022-08-01,YouTube,37,1,69,1.45
2022-08-01,YouTube,39,1,69,1.45
2022-08-01,YouTube,40,1,69,1.45
2022-08-01,YouTube,41,2,69,2.9
2022-08-01,YouTube,43,1,69,1.45
2022-08-01,YouTube,44,1,69,1.45
2022-09-01,Adwords,0,139,139,100.0
2022-09-01,Adwords,1,2,139,1.44
2022-09-01,Adwords,3,1,139,0.72
2022-09-01,Adwords,4,2,139,1.44
2022-09-01,Adwords,5,2,139,1.44
2022-09-01,Adwords,6,4,139,2.88
2022-09-01,Adwords,7,1,139,0.72
2022-09-01,Adwords,8,2,139,1.44
2022-09-01,Adwords,9,1,139,0.72
2022-09-01,Adwords,10,3,139,2.16
2022-09-01,Adwords,11,3,139,2.16
2022-09-01,Adwords,12,1,139,0.72
2022-09-01,Adwords,13,4,139,2.88
2022-09-01,Adwords,15,2,139,1.44
2022-09-01,Adwords,16,1,139,0.72
2022-09-01,Adwords,17,2,139,1.44
2022-09-01,Adwords,18,2,139,1.44
2022-09-01,Adwords,19,1,139,0.72
2022-09-01,Adwords,20,2,139,1.44
2022-09-01,Adwords,21,2,139,1.44
2022-09-01,Adwords,22,2,139,1.44
2022-09-01,Adwords,24,4,139,2.88
2022-09-01,Adwords,25,1,139,0.72
2022-09-01,Adwords,26,2,139,1.44
2022-09-01,Adwords,27,2,139,1.44
2022-09-01,Adwords,28,2,139,1.44
2022-09-01,Adwords,29,2,139,1.44
2022-09-01,Adwords,31,3,139,2.16
2022-09-01,Adwords,32,4,139,2.88
2022-09-01,Adwords,33,1,139,0.72
2022-09-01,Adwords,34,1,139,0.72
2022-09-01,Adwords,35,4,139,2.88
2022-09-01,Adwords,36,1,139,0.72
2022-09-01,Adwords,37,1,139,0.72
2022-09-01,Adwords,38,3,139,2.16
2022-09-01,Adwords,39,1,139,0.72
2022-09-01,Adwords,40,3,139,2.16
2022-09-01,Adwords,41,2,139,1.44
2022-09-01,Adwords,42,2,139,1.44
2022-09-01,Adwords,44,1,139,0.72
2022-09-01,Email,0,275,275,100.0
2022-09-01,Email,1,3,275,1.09
2022-09-01,Email,2,6,275,2.18
2022-09-01,Email,3,2,275,0.73
2022-09-01,Email,4,7,275,2.55
2022-09-01,Email,5,2,275,0.73
2022-09-01,Email,6,6,275,2.18
2022-09-01,Email,7,4,275,1.45
2022-09-01,Email,8,2,275,0.73
2022-09-01,Email,9,4,275,1.45
2022-09-01,Email,10,4,275,1.45
2022-09-01,Email,11,2,275,0.73
2022-09-01,Email,12,3,275,1.09
2022-09-01,Email,13,4,275,1.45
2022-09-01,Email,14,3,275,1.09
2022-09-01,Email,15,2,275,0.73
2022-09-01,Email,16,4,275,1.45
2022-09-01,Email,17,3,275,1.09
2022-09-01,Email,19,3,275,1.09
2022-09-01,Email,20,6,275,2.18
2022-09-01,Email,21,5,275,1.82
2022-09-01,Email,22,1,275,0.36
2022-09-01,Email,23,4,275,1.45
2022-09-01,Email,24,8,275,2.91
2022-09-01,Email,25,4,275,1.45
2022-09-01,Email,26,3,275,1.09
2022-09-01,Email,27,4,275,1.45
2022-09-01,Email,28,6,275,2.18
2022-09-01,Email,29,4,275,1.45
2022-09-01,Email,30,2,275,0.73
2022-09-01,Email,31,6,275,2.18
2022-09-01,Email,32,4,275,1.45
2022-09-01,Email,33,2,275,0.73
2022-09-01,Email,34,4,275,1.45
2022-09-01,Email,35,2,275,0.73
2022-09-01,Email,36,3,275,1.09
2022-09-01,Email,37,1,275,0.36
2022-09-01,Email,38,5,275,1.82
2022-09-01,Email,39,4,275,1.45
2022-09-01,Email,40,3,275,1.09
2022-09-01,Email,41,4,275,1.45
2022-09-01,Email,42,6,275,2.18
2022-09-01,Email,43,5,275,1.82
2022-09-01,Email,44,3,275,1.09
2022-09-01,Facebook,0,46,46,100.0
2022-09-01,Facebook,2,2,46,4.35
2022-09-01,Facebook,4,1,46,2.17
2022-09-01,Facebook,15,1,46,2.17
2022-09-01,Facebook,17,1,46,2.17
2022-09-01,Facebook,20,1,46,2.17
2022-09-01,Facebook,21,2,46,4.35
2022-09-01,Facebook,24,1,46,2.17
2022-09-01,Facebook,26,3,46,6.52
2022-09-01,Facebook,29,1,46,2.17
2022-09-01,Facebook,34,1,46,2.17
2022-09-01,Facebook,35,1,46,2.17
2022-09-01,Facebook,37,3,46,6.52
2022-09-01,Facebook,39,2,46,4.35
2022-09-01,Facebook,40,1,46,2.17
2022-09-01,Organic,0,37,37,100.0
2022-09-01,Organic,1,1,37,2.7
2022-09-01,Organic,3,1,37,2.7
2022-09-01,Organic,6,1,37,2.7
2022-09-01,Organic,9,2,37,5.41
2022-09-01,Organic,11,1,37,2.7
2022-09-01,Organic,12,2,37,5.41
2022-09-01,Organic,16,1,37,2.7
2022-09-01,Organic,18,1,37,2.7
2022-09-01,Organic,19,1,37,2.7
2022-09-01,Organic,22,1,37,2.7
2022-09-01,Organic,24,1,37,2.7
2022-09-01,Organic,27,1,37,2.7
2022-09-01,Organic,30,1,37,2.7
2022-09-01,Organic,32,3,37,8.11
2022-09-01,Organic,33,1,37,2.7
2022-09-01,Organic,34,1,37,2.7
2022-09-01,Organic,39,1,37,2.7
2022-09-01,Organic,42,1,37,2.7
2022-09-01,Organic,44,2,37,5.41
2022-09-01,YouTube,0,58,58,100.0
2022-09-01,YouTube,2,1,58,1.72
2022-09-01,YouTube,3,1,58,1.72
2022-09-01,YouTube,4,2,58,3.45
2022-09-01,YouTube,6,1,58,1.72
2022-09-01,YouTube,15,2,58,3.45
2022-09-01,YouTube,17,2,58,3.45
2022-09-01,YouTube,19,2,58,3.45
2022-09-01,YouTube,20,1,58,1.72
2022-09-01,YouTube,22,1,58,1.72
2022-09-01,YouTube,23,2,58,3.45
2022-09-01,YouTube,27,3,58,5.17
2022-09-01,YouTube,28,1,58,1.72
2022-09-01,YouTube,29,1,58,1.72
2022-09-01,YouTube,31,2,58,3.45
2022-09-01,YouTube,39,1,58,1.72
2022-09-01,YouTube,42,1,58,1.72
2022-09-01,YouTube,43,2,58,3.45
2022-10-01,Adwords,0,159,159,100.0
2022-10-01,Adwords,1,2,159,1.26
2022-10-01,Adwords,2,3,159,1.89
2022-10-01,Adwords,4,2,159,1.26
2022-10-01,Adwords,5,3,159,1.89
2022-10-01,Adwords,6,6,159,3.77
2022-10-01,Adwords,7,2,159,1.26
2022-10-01,Adwords,8,1,159,0.63
2022-10-01,Adwords,9,4,159,2.52
2022-10-01,Adwords,10,2,159,1.26
2022-10-01,Adwords,11,2,159,1.26
2022-10-01,Adwords,12,5,159,3.14
2022-10-01,Adwords,13,2,159,1.26
2022-10-01,Adwords,14,1,159,0.63
2022-10-01,Adwords,15,4,159,2.52
2022-10-01,Adwords,16,1,159,0.63
2022-10-01,Adwords,17,1,159,0.63
2022-10-01,Adwords,18,3,159,1.89
2022-10-01,Adwords,21,6,159,3.77
2022-10-01,Adwords,22,3,159,1.89
2022-10-01,Adwords,23,3,159,1.89
2022-10-01,Adwords,24,2,159,1.26
2022-10-01,Adwords,25,3,159,1.89
2022-10-01,Adwords,26,6,159,3.77
2022-10-01,Adwords,27,2,159,1.26
2022-10-01,Adwords,28,3,159,1.89
2022-10-01,Adwords,29,1,159,0.63
2022-10-01,Adwords,30,3,159,1.89
2022-10-01,Adwords,31,2,159,1.26
2022-10-01,Adwords,32,1,159,0.63
2022-10-01,Adwords,33,3,159,1.89
2022-10-01,Adwords,34,1,159,0.63
2022-10-01,Adwords,35,4,159,2.52
2022-10-01,Adwords,36,2,159,1.26
2022-10-01,Adwords,37,1,159,0.63
2022-10-01,Adwords,38,1,159,0.63
2022-10-01,Adwords,39,2,159,1.26
2022-10-01,Adwords,40,1,159,0.63
2022-10-01,Adwords,41,2,159,1.26
2022-10-01,Adwords,42,1,159,0.63
2022-10-01,Adwords,43,4,159,2.52
2022-10-01,Email,0,265,265,100.0
2022-10-01,Email,2,8,265,3.02
2022-10-01,Email,3,8,265,3.02
2022-10-01,Email,4,3,265,1.13
2022-10-01,Email,5,6,265,2.26
2022-10-01,Email,6,3,265,1.13
2022-10-01,Email,7,7,265,2.64
2022-10-01,Email,8,3,265,1.13
2022-10-01,Email,9,1,265,0.38
2022-10-01,Email,10,2,265,0.75
2022-10-01,Email,11,4,265,1.51
2022-10-01,Email,12,3,265,1.13
2022-10-01,Email,13,2,265,0.75
2022-10-01,Email,14,3,265,1.13
2022-10-01,Email,15,2,265,0.75
2022-10-01,Email,16,3,265,1.13
2022-10-01,Email,17,6,265,2.26
2022-10-01,Email,18,1,265,0.38
2022-10-01,Email,19,3,265,1.13
2022-10-01,Email,20,1,265,0.38
2022-10-01,Email,21,2,265,0.75
2022-10-01,Email,23,2,265,0.75
2022-10-01,Email,24,3,265,1.13
2022-10-01,Email,25,1,265,0.38
2022-10-01,Email,26,3,265,1.13
2022-10-01,Email,27,3,265,1.13
2022-10-01,Email,28,3,265,1.13
2022-10-01,Email,29,4,265,1.51
2022-10-01,Email,30,5,265,1.89
2022-10-01,Email,31,2,265,0.75
2022-10-01,Email,32,4,265,1.51
2022-10-01,Email,34,3,265,1.13
2022-10-01,Email,35,3,265,1.13
2022-10-01,Email,36,3,265,1.13
2022-10-01,Email,37,6,265,2.26
2022-10-01,Email,38,3,265,1.13
2022-10-01,Email,39,2,265,0.75
2022-10-01,Email,40,2,265,0.75
2022-10-01,Email,42,7,265,2.64
2022-10-01,Email,43,4,265,1.51
2022-10-01,Facebook,0,63,63,100.0
2022-10-01,Facebook,3,1,63,1.59
2022-10-01,Facebook,5,1,63,1.59
2022-10-01,Facebook,6,1,63,1.59
2022-10-01,Facebook,8,2,63,3.17
2022-10-01,Facebook,10,1,63,1.59
2022-10-01,Facebook,11,1,63,1.59
2022-10-01,Facebook,13,1,63,1.59
2022-10-01,Facebook,14,3,63,4.76
2022-10-01,Facebook,15,1,63,1.59
2022-10-01,Facebook,17,1,63,1.59
2022-10-01,Facebook,18,1,63,1.59
2022-10-01,Facebook,20,1,63,1.59
2022-10-01,Facebook,21,1,63,1.59
2022-10-01,Facebook,22,1,63,1.59
2022-10-01,Facebook,25,1,63,1.59
2022-10-01,Facebook,30,1,63,1.59
2022-10-01,Facebook,36,1,63,1.59
2022-10-01,Facebook,37,2,63,3.17
2022-10-01,Facebook,38,1,63,1.59
2022-10-01,Facebook,39,1,63,1.59
2022-10-01,Facebook,41,2,63,3.17
2022-10-01,Facebook,42,1,63,1.59
2022-10-01,Facebook,43,3,63,4.76
2022-10-01,Organic,0,33,33,100.0
2022-10-01,Organic,2,1,33,3.03
2022-10-01,Organic,3,1,33,3.03
2022-10-01,Organic,6,1,33,3.03
2022-10-01,Organic,9,1,33,3.03
2022-10-01,Organic,10,1,33,3.03
2022-10-01,Organic,12,1,33,3.03
2022-10-01,Organic,16,2,33,6.06
2022-10-01,Organic,20,1,33,3.03
2022-10-01,Organic,30,1,33,3.03
2022-10-01,Organic,32,1,33,3.03
2022-10-01,Organic,33,1,33,3.03
2022-10-01,Organic,36,1,33,3.03
2022-10-01,Organic,39,1,33,3.03
2022-10-01,Organic,42,1,33,3.03
2022-10-01,YouTube,0,76,76,100.0
2022-10-01,YouTube,1,1,76,1.32
2022-10-01,YouTube,2,2,76,2.63
2022-10-01,YouTube,4,1,76,1.32
2022-10-01,YouTube,5,1,76,1.32
2022-10-01,YouTube,6,4,76,5.26
2022-10-01,YouTube,7,2,76,2.63
2022-10-01,YouTube,10,2,76,2.63
2022-10-01,YouTube,11,1,76,1.32
2022-10-01,YouTube,12,1,76,1.32
2022-10-01,YouTube,14,1,76,1.32
2022-10-01,YouTube,15,1,76,1.32
2022-10-01,YouTube,17,1,76,1.32
2022-10-01,YouTube,19,1,76,1.32
2022-10-01,YouTube,20,2,76,2.63
2022-10-01,YouTube,22,1,76,1.32
2022-10-01,YouTube,23,1,76,1.32
2022-10-01,YouTube,24,3,76,3.95
2022-10-01,YouTube,25,3,76,3.95
2022-10-01,YouTube,26,1,76,1.32
2022-10-01,YouTube,28,2,76,2.63
2022-10-01,YouTube,29,1,76,1.32
2022-10-01,YouTube,30,1,76,1.32
2022-10-01,YouTube,32,1,76,1.32
2022-10-01,YouTube,33,1,76,1.32
2022-10-01,YouTube,34,2,76,2.63
2022-10-01,YouTube,35,2,76,2.63
2022-10-01,YouTube,37,3,76,3.95
2022-10-01,YouTube,39,2,76,2.63
2022-10-01,YouTube,41,1,76,1.32
2022-10-01,YouTube,42,1,76,1.32
2022-10-01,YouTube,43,3,76,3.95
2022-11-01,Adwords,0,183,183,100.0
2022-11-01,Adwords,1,1,183,0.55
2022-11-01,Adwords,2,3,183,1.64
2022-11-01,Adwords,3,3,183,1.64
2022-11-01,Adwords,4,5,183,2.73
2022-11-01,Adwords,5,1,183,0.55
2022-11-01,Adwords,6,4,183,2.19
2022-11-01,Adwords,8,2,183,1.09
2022-11-01,Adwords,10,1,183,0.55
2022-11-01,Adwords,12,1,183,0.55
2022-11-01,Adwords,13,3,183,1.64
2022-11-01,Adwords,15,2,183,1.09
2022-11-01,Adwords,16,1,183,0.55
2022-11-01,Adwords,17,2,183,1.09
2022-11-01,Adwords,18,2,183,1.09
2022-11-01,Adwords,19,2,183,1.09
2022-11-01,Adwords,20,1,183,0.55
2022-11-01,Adwords,21,2,183,1.09
2022-11-01,Adwords,22,2,183,1.09
2022-11-01,Adwords,23,1,183,0.55
2022-11-01,Adwords,24,2,183,1.09
2022-11-01,Adwords,25,2,183,1.09
2022-11-01,Adwords,26,1,183,0.55
2022-11-01,Adwords,27,4,183,2.19
2022-11-01,Adwords,28,3,183,1.64
2022-11-01,Adwords,29,3,183,1.64
2022-11-01,Adwords,30,4,183,2.19
2022-11-01,Adwords,32,2,183,1.09
2022-11-01,Adwords,33,2,183,1.09
2022-11-01,Adwords,34,3,183,1.64
2022-11-01,Adwords,35,2,183,1.09
2022-11-01,Adwords,36,1,183,0.55
2022-11-01,Adwords,37,4,183,2.19
2022-11-01,Adwords,38,3,183,1.64
2022-11-01,Adwords,39,4,183,2.19
2022-11-01,Adwords,40,3,183,1.64
2022-11-01,Adwords,41,2,183,1.09
2022-11-01,Adwords,42,3,183,1.64
2022-11-01,Email,0,258,258,100.0
2022-11-01,Email,1,7,258,2.71
2022-11-01,Email,2,2,258,0.78
2022-11-01,Email,3,4,258,1.55
2022-11-01,Email,4,6,258,2.33
2022-11-01,Email,5,5,258,1.94
2022-11-01,Email,6,2,258,0.78
2022-11-01,Email,7,5,258,1.94
2022-11-01,Email,10,3,258,1.16
2022-11-01,Email,11,3,258,1.16
2022-11-01,Email,12,1,258,0.39
2022-11-01,Email,13,3,258,1.16
2022-11-01,Email,14,3,258,1.16
2022-11-01,Email,15,6,258,2.33
2022-11-01,Email,16,2,258,0.78
2022-11-01,Email,17,3,258,1.16
2022-11-01,Email,18,4,258,1.55
2022-11-01,Email,19,4,258,1.55
2022-11-01,Email,20,2,258,0.78
2022-11-01,Email,22,6,258,2.33
2022-11-01,Email,23,3,258,1.16
2022-11-01,Email,24,2,258,0.78
2022-11-01,Email,25,3,258,1.16
2022-11-01,Email,26,3,258,1.16
2022-11-01,Email,27,4,258,1.55
2022-11-01,Email,29,2,258,0.78
2022-11-01,Email,30,2,258,0.78
2022-11-01,Email,31,4,258,1.55
2022-11-01,Email,32,3,258,1.16
2022-11-01,Email,33,2,258,0.78
2022-11-01,Email,34,2,258,0.78
2022-11-01,Email,35,7,258,2.71
2022-11-01,Email,36,4,258,1.55
2022-11-01,Email,37,4,258,1.55
2022-11-01,Email,38,1,258,0.39
2022-11-01,Email,39,3,258,1.16
2022-11-01,Email,40,4,258,1.55
2022-11-01,Email,41,3,258,1.16
2022-11-01,Email,42,5,258,1.94
2022-11-01,Facebook,0,59,59,100.0
2022-11-01,Facebook,3,2,59,3.39
2022-11-01,Facebook,6,1,59,1.69
2022-11-01,Facebook,11,2,59,3.39
2022-11-01,Facebook,14,1,59,1.69
2022-11-01,Facebook,15,1,59,1.69
2022-11-01,Facebook,20,2,59,3.39
2022-11-01,Facebook,22,1,59,1.69
2022-11-01,Facebook,23,3,59,5.08
2022-11-01,Facebook,24,1,59,1.69
2022-11-01,Facebook,25,3,59,5.08
2022-11-01,Facebook,26,2,59,3.39
2022-11-01,Facebook,29,1,59,1.69
2022-11-01,Facebook,30,2,59,3.39
2022-11-01,Facebook,32,1,59,1.69
2022-11-01,Facebook,33,2,59,3.39
2022-11-01,Facebook,34,1,59,1.69
2022-11-01,Facebook,35,1,59,1.69
2022-11-01,Facebook,36,1,59,1.69
2022-11-01,Facebook,37,1,59,1.69
2022-11-01,Facebook,38,1,59,1.69
2022-11-01,Facebook,39,1,59,1.69
2022-11-01,Facebook,40,3,59,5.08
2022-11-01,Facebook,41,1,59,1.69
2022-11-01,Organic,0,24,24,100.0
2022-11-01,Organic,1,1,24,4.17
2022-11-01,Organic,5,1,24,4.17
2022-11-01,Organic,7,1,24,4.17
2022-11-01,Organic,8,2,24,8.33
2022-11-01,Organic,11,1,24,4.17
2022-11-01,Organic,12,1,24,4.17
2022-11-01,Organic,14,1,24,4.17
2022-11-01,Organic,17,1,24,4.17
2022-11-01,Organic,22,2,24,8.33
2022-11-01,Organic,41,1,24,4.17
2022-11-01,Organic,42,1,24,4.17
2022-11-01,YouTube,0,68,68,100.0
2022-11-01,YouTube,1,1,68,1.47
2022-11-01,YouTube,3,2,68,2.94
2022-11-01,YouTube,4,1,68,1.47
2022-11-01,YouTube,7,1,68,1.47
2022-11-01,YouTube,8,1,68,1.47
2022-11-01,YouTube,13,1,68,1.47
2022-11-01,YouTube,14,1,68,1.47
2022-11-01,YouTube,16,1,68,1.47
2022-11-01,YouTube,19,2,68,2.94
2022-11-01,YouTube,20,2,68,2.94
2022-11-01,YouTube,21,1,68,1.47
2022-11-01,YouTube,23,1,68,1.47
2022-11-01,YouTube,24,1,68,1.47
2022-11-01,YouTube,25,1,68,1.47
2022-11-01,YouTube,27,1,68,1.47
2022-11-01,YouTube,31,2,68,2.94
2022-11-01,YouTube,32,1,68,1.47
2022-11-01,YouTube,33,1,68,1.47
2022-11-01,YouTube,34,1,68,1.47
2022-11-01,YouTube,36,1,68,1.47
2022-11-01,YouTube,37,1,68,1.47
2022-11-01,YouTube,39,3,68,4.41
2022-11-01,YouTube,41,1,68,1.47
2022-11-01,YouTube,42,2,68,2.94
2022-12-01,Adwords,0,209,209,100.0
2022-12-01,Adwords,1,3,209,1.44
2022-12-01,Adwords,2,1,209,0.48
2022-12-01,Adwords,3,7,209,3.35
2022-12-01,Adwords,4,4,209,1.91
2022-12-01,Adwords,5,3,209,1.44
2022-12-01,Adwords,6,2,209,0.96
2022-12-01,Adwords,7,3,209,1.44
2022-12-01,Adwords,8,5,209,2.39
2022-12-01,Adwords,9,2,209,0.96
2022-12-01,Adwords,10,3,209,1.44
2022-12-01,Adwords,11,2,209,0.96
2022-12-01,Adwords,12,2,209,0.96
2022-12-01,Adwords,13,1,209,0.48
2022-12-01,Adwords,14,2,209,0.96
2022-12-01,Adwords,15,3,209,1.44
2022-12-01,Adwords,16,2,209,0.96
2022-12-01,Adwords,17,1,209,0.48
2022-12-01,Adwords,18,3,209,1.44
2022-12-01,Adwords,19,2,209,0.96
2022-12-01,Adwords,20,2,209,0.96
2022-12-01,Adwords,21,3,209,1.44
2022-12-01,Adwords,22,3,209,1.44
2022-12-01,Adwords,23,4,209,1.91
2022-12-01,Adwords,24,3,209,1.44
2022-12-01,Adwords,25,3,209,1.44
2022-12-01,Adwords,26,2,209,0.96
2022-12-01,Adwords,27,3,209,1.44
2022-12-01,Adwords,28,4,209,1.91
2022-12-01,Adwords,29,1,209,0.48
2022-12-01,Adwords,30,4,209,1.91
2022-12-01,Adwords,31,3,209,1.44
2022-12-01,Adwords,32,2,209,0.96
2022-12-01,Adwords,33,5,209,2.39
2022-12-01,Adwords,34,1,209,0.48
2022-12-01,Adwords,35,1,209,0.48
2022-12-01,Adwords,36,1,209,0.48
2022-12-01,Adwords,37,2,209,0.96
2022-12-01,Adwords,38,4,209,1.91
2022-12-01,Adwords,39,1,209,0.48
2022-12-01,Adwords,40,3,209,1.44
2022-12-01,Adwords,41,3,209,1.44
2022-12-01,Email,0,289,289,100.0
2022-12-01,Email,1,4,289,1.38
2022-12-01,Email,2,5,289,1.73
2022-12-01,Email,3,3,289,1.04
2022-12-01,Email,4,2,289,0.69
2022-12-01,Email,5,2,289,0.69
2022-12-01,Email,6,3,289,1.04
2022-12-01,Email,7,7,289,2.42
2022-12-01,Email,8,7,289,2.42
2022-12-01,Email,9,6,289,2.08
2022-12-01,Email,10,3,289,1.04
2022-12-01,Email,11,5,289,1.73
2022-12-01,Email,12,5,289,1.73
2022-12-01,Email,13,4,289,1.38
2022-12-01,Email,14,9,289,3.11
2022-12-01,Email,15,3,289,1.04
2022-12-01,Email,16,1,289,0.35
2022-12-01,Email,17,4,289,1.38
2022-12-01,Email,18,3,289,1.04
2022-12-01,Email,19,2,289,0.69
2022-12-01,Email,20,2,289,0.69
2022-12-01,Email,21,3,289,1.04
2022-12-01,Email,22,2,289,0.69
2022-12-01,Email,23,2,289,0.69
2022-12-01,Email,24,2,289,0.69
2022-12-01,Email,25,4,289,1.38
2022-12-01,Email,27,7,289,2.42
2022-12-01,Email,28,3,289,1.04
2022-12-01,Email,29,6,289,2.08
2022-12-01,Email,30,3,289,1.04
2022-12-01,Email,31,3,289,1.04
2022-12-01,Email,32,5,289,1.73
2022-12-01,Email,33,3,289,1.04
2022-12-01,Email,34,4,289,1.38
2022-12-01,Email,35,7,289,2.42
2022-12-01,Email,36,5,289,1.73
2022-12-01,Email,37,4,289,1.38
2022-12-01,Email,38,4,289,1.38
2022-12-01,Email,39,6,289,2.08
2022-12-01,Email,40,3,289,1.04
2022-12-01,Email,41,5,289,1.73
2022-12-01,Facebook,0,75,75,100.0
2022-12-01,Facebook,1,1,75,1.33
2022-12-01,Facebook,2,2,75,2.67
2022-12-01,Facebook,3,2,75,2.67
2022-12-01,Facebook,4,2,75,2.67
2022-12-01,Facebook,8,1,75,1.33
2022-12-01,Facebook,11,2,75,2.67
2022-12-01,Facebook,13,1,75,1.33
2022-12-01,Facebook,15,1,75,1.33
2022-12-01,Facebook,16,1,75,1.33
2022-12-01,Facebook,17,2,75,2.67
2022-12-01,Facebook,18,1,75,1.33
2022-12-01,Facebook,19,1,75,1.33
2022-12-01,Facebook,20,1,75,1.33
2022-12-01,Facebook,21,3,75,4.0
2022-12-01,Facebook,23,1,75,1.33
2022-12-01,Facebook,24,2,75,2.67
2022-12-01,Facebook,25,4,75,5.33
2022-12-01,Facebook,26,2,75,2.67
2022-12-01,Facebook,27,1,75,1.33
2022-12-01,Facebook,28,3,75,4.0
2022-12-01,Facebook,29,1,75,1.33
2022-12-01,Facebook,30,3,75,4.0
2022-12-01,Facebook,32,1,75,1.33
2022-12-01,Facebook,33,2,75,2.67
2022-12-01,Facebook,34,1,75,1.33
2022-12-01,Facebook,37,1,75,1.33
2022-12-01,Facebook,39,2,75,2.67
2022-12-01,Facebook,40,1,75,1.33
2022-12-01,Organic,0,28,28,100.0
2022-12-01,Organic,3,1,28,3.57
2022-12-01,Organic,10,1,28,3.57
2022-12-01,Organic,20,1,28,3.57
2022-12-01,Organic,21,2,28,7.14
2022-12-01,Organic,23,1,28,3.57
2022-12-01,Organic,26,1,28,3.57
2022-12-01,Organic,27,2,28,7.14
2022-12-01,Organic,31,1,28,3.57
2022-12-01,Organic,35,2,28,7.14
2022-12-01,Organic,36,1,28,3.57
2022-12-01,Organic,38,1,28,3.57
2022-12-01,YouTube,0,66,66,100.0
2022-12-01,YouTube,3,1,66,1.52
2022-12-01,YouTube,4,2,66,3.03
2022-12-01,YouTube,6,1,66,1.52
2022-12-01,YouTube,10,1,66,1.52
2022-12-01,YouTube,12,1,66,1.52
2022-12-01,YouTube,13,2,66,3.03
2022-12-01,YouTube,14,2,66,3.03
2022-12-01,YouTube,16,2,66,3.03
2022-12-01,YouTube,19,3,66,4.55
2022-12-01,YouTube,21,3,66,4.55
2022-12-01,YouTube,22,2,66,3.03
2022-12-01,YouTube,23,1,66,1.52
2022-12-01,YouTube,25,1,66,1.52
2022-12-01,YouTube,28,1,66,1.52
2022-12-01,YouTube,30,1,66,1.52
2022-12-01,YouTube,31,2,66,3.03
2022-12-01,YouTube,32,2,66,3.03
2022-12-01,YouTube,33,2,66,3.03
2022-12-01,YouTube,35,1,66,1.52
2022-12-01,YouTube,36,1,66,1.52
2022-12-01,YouTube,38,2,66,3.03
2022-12-01,YouTube,39,2,66,3.03
2022-12-01,YouTube,40,2,66,3.03
2022-12-01,YouTube,41,1,66,1.52
2023-01-01,Adwords,0,182,182,100.0
2023-01-01,Adwords,1,2,182,1.1
2023-01-01,Adwords,2,3,182,1.65
2023-01-01,Adwords,3,3,182,1.65
2023-01-01,Adwords,4,2,182,1.1
2023-01-01,Adwords,5,3,182,1.65
2023-01-01,Adwords,6,2,182,1.1
2023-01-01,Adwords,7,2,182,1.1
2023-01-01,Adwords,8,5,182,2.75
2023-01-01,Adwords,9,2,182,1.1
2023-01-01,Adwords,10,2,182,1.1
2023-01-01,Adwords,11,3,182,1.65
2023-01-01,Adwords,12,2,182,1.1
2023-01-01,Adwords,13,1,182,0.55
2023-01-01,Adwords,14,3,182,1.65
2023-01-01,Adwords,15,2,182,1.1
2023-01-01,Adwords,16,3,182,1.65
2023-01-01,Adwords,17,2,182,1.1
2023-01-01,Adwords,18,3,182,1.65
2023-01-01,Adwords,19,3,182,1.65
2023-01-01,Adwords,20,3,182,1.65
2023-01-01,Adwords,21,2,182,1.1
2023-01-01,Adwords,22,1,182,0.55
2023-01-01,Adwords,23,2,182,1.1
2023-01-01,Adwords,24,1,182,0.55
2023-01-01,Adwords,25,3,182,1.65
2023-01-01,Adwords,26,3,182,1.65
2023-01-01,Adwords,27,4,182,2.2
2023-01-01,Adwords,28,1,182,0.55
2023-01-01,Adwords,29,2,182,1.1
2023-01-01,Adwords,30,3,182,1.65
2023-01-01,Adwords,31,2,182,1.1
2023-01-01,Adwords,32,2,182,1.1
2023-01-01,Adwords,33,6,182,3.3
2023-01-01,Adwords,34,2,182,1.1
2023-01-01,Adwords,35,5,182,2.75
2023-01-01,Adwords,36,1,182,0.55
2023-01-01,Adwords,37,2,182,1.1
2023-01-01,Adwords,39,4,182,2.2
